hash	task_id	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action	chunks	dataset	hardware_type	node_type	threads
c8/a0530a	112	3769578.pbs02	similarity_chunk	breast.002.003/3	similarity_chunk (breast.002.003/3)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633622197371	1633626567980	1633630050000	7852629	3470511		197.9	0.3	431681536.0	15997915136.0	433799168.0	16098627584.0	36672205.0	3384959302.0	3343.0	799.0	79177087.0	3384947428.0	19155.0	126309.0	/scratch1/btsheal/work/c8/a0530ac4ef2e5db3f87192a6fa8aac			12	breast.002.003	p100	16	2
c9/285b72	52	3822017.pbs02	similarity_chunk	breast.004.001/3	similarity_chunk (breast.004.001/3)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634158205791	1634159146177	1634163172048	4966257	4056211		195.4	0.1	399175680.0	11438784512.0	399175680.0	11505946624.0	25517583.0	13385994004.0	4350.0	4893.0	56531155.0	13385974672.0	28527.0	146395.0	/scratch1/btsheal/work/c9/285b72a37921371605c120f4abc9e8			4	breast.004.001	v100	18b	2
c9/37718d	36	3752213.pbs02	similarity_chunk	breast.003.003/7	similarity_chunk (breast.003.003/7)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633439453768	1633439461896	1633445259984	5806216	5783726		198.2	0.3	451215360.0	16031977472.0	451452928.0	16132689920.0	54200566.0	5653292098.0	4497.0	1055.0	85581452.0	5653279420.0	11134.0	226493.0	/scratch1/btsheal/work/c9/37718d7704b5a514df79402684a767			16	breast.003.003	p100	17	2
c9/625aa3	56	3698777.pbs02	similarity_chunk	breast.003.004/3	similarity_chunk (breast.003.004/3)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633013358261	1633110228656	1633142401232	129042971	32160089		199.3	0.3	483536896.0	16300539904.0	499060736.0	16300593152.0	71746886.0	30758815689.0	6182.0	2951.0	103121555.0	30758798090.0	49818.0	1214992.0	/scratch1/btsheal/work/c9/625aa307c654acf66d6de5fe87de7b			4	breast.003.004	p100	17	2
c9/cf629f	48	3822014.pbs02	similarity_chunk	breast.002.003/3	similarity_chunk (breast.002.003/3)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634158192471	1634158794941	1634162224337	4031866	3423818		196.7	0.1	503447552.0	11740069888.0	509657088.0	11840782336.0	37233192.0	10083128460.0	4197.0	1481.0	68074873.0	10083118685.0	30503.0	134831.0	/scratch1/btsheal/work/c9/cf629ff5bfd550c6826bf3446afee2			4	breast.002.003	v100	20	2
ca/01df08	143	3787214.pbs02	similarity_chunk	breast.003.001/10	similarity_chunk (breast.003.001/10)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633913962984	1633914480535	1633915270085	1307101	787131		194.7	0.1	400273408.0	11438010368.0	400273408.0	11505172480.0	19633319.0	2535632385.0	2860.0	1204.0	50651848.0	2535623355.0	20077.0	27115.0	/scratch1/btsheal/work/ca/01df08f3cdfcbdd6dd8716c3291819			12	breast.003.001	v100	18b	2
ca/56b311	114	3769626.pbs02	similarity_chunk	breast.002.003/5	similarity_chunk (breast.002.003/5)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633623444141	1633630069281	1633633484496	10040355	3419276		196.2	0.3	430141440.0	15997857792.0	433758208.0	16098570240.0	36672154.0	3371676587.0	3341.0	803.0	68048255.0	3371664645.0	28219.0	130042.0	/scratch1/btsheal/work/ca/56b3111a800494a7e7deb883cd67dd			12	breast.002.003	p100	16	2
ca/8c308a	6	3614348.pbs02	similarity_chunk	breast.001.002/0	similarity_chunk (breast.001.002/0)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632336500570	1632336535171	1632412898003	76397433	76344048		99.8	0.2	160444416.0	1208401920.0	181059584.0	1242013696.0	13134421.0	1686133260.0	1611.0	543.0	43861951.0	1686119666.0	16184.0	488854.0	/scratch1/btsheal/work/ca/8c308aa27d9496b5771e53d6fc7820			4	breast.001.002	cpu	8b	2
cb/450a0e	34	3814206.pbs02	similarity_chunk	breast.003.003/5	similarity_chunk (breast.003.003/5)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634034746022	1634034754004	1634036648324	1902302	1892674		196.4	0.1	501161984.0	11773730816.0	507674624.0	11874443264.0	54579509.0	5716120066.0	4920.0	994.0	85607052.0	5716111536.0	11390.0	77191.0	/scratch1/btsheal/work/cb/450a0e38f98fedcc4937f237f6c2ee			16	breast.003.003	v100	18b	2
cb/46c022	9	3614352.pbs02	similarity_chunk	breast.001.003/0	similarity_chunk (breast.001.003/0)	FAILED	143		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632336517609	1632336540238	1632422999760	86482151	86459522																/scratch1/btsheal/work/cb/46c022723097c29260cb2208f7e45e		IGNORE	4	breast.001.003	cpu	8a	2
cb/bba327	26	3722561.pbs02	similarity_chunk	breast.003.003/5	similarity_chunk (breast.003.003/5)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633258171905	1633258207355	1633270104549	11932644	11899550		199.2	0.3	445075456.0	16031547392.0	470691840.0	16132259840.0	54188357.0	11482798860.0	4688.0	1687.0	85581446.0	11482784671.0	22471.0	460368.0	/scratch1/btsheal/work/cb/bba32719072b56162403b7c6bf1da6			8	breast.003.003	p100	25d	2
cc/09cc0f	35	3814207.pbs02	similarity_chunk	breast.003.003/6	similarity_chunk (breast.003.003/6)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634034750481	1634034759009	1634036642863	1892382	1881519		196.6	0.1	501030912.0	11773657088.0	501063680.0	11874369536.0	54579698.0	5714945173.0	4920.0	994.0	85608076.0	5714936619.0	10567.0	73676.0	/scratch1/btsheal/work/cc/09cc0fe1c39ea903f29245aef07f1c			16	breast.003.003	v100	18b	2
cc/569a9f	14	3682736.pbs02	similarity_chunk	breast.001.003/9	similarity_chunk (breast.001.003/9)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632922072215	1632922530654	1632922761490	689275	227912		194.3	0.1	432738304.0	11705364480.0	462716928.0	11738968064.0	19522067.0	672591460.0	2599.0	349.0	50546691.0	672585388.0	3272.0	7631.0	/scratch1/btsheal/work/cc/569a9f8a16f21fe0910bbb5e8f4b5a			16	breast.001.003	v100	18b	2
cc/9370d3	11	3678911.pbs02	similarity_chunk	breast.001.003/6	similarity_chunk (breast.001.003/6)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632884203075	1632884214953	1632884856939	653864	644326		195.3	0.3	460382208.0	15950123008.0	460386304.0	16017285120.0	19143211.0	650580270.0	2170.0	423.0	50520067.0	650571031.0	23990.0	22568.0	/scratch1/btsheal/work/cc/9370d35a3aa9a3f9775a1831ab8d61			16	breast.001.003	p100	16	2
cc/bf1b55	18	3821981.pbs02	similarity_chunk	breast.003.003/3	similarity_chunk (breast.003.003/3)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634158056596	1634158064755	1634165637840	7581244	7566301		197.2	0.1	516132864.0	11773702144.0	516136960.0	11840864256.0	54584562.0	23061608872.0	5523.0	2900.0	85607046.0	23061594993.0	38444.0	294344.0	/scratch1/btsheal/work/cc/bf1b55a447bf41e069f74ef4d57bce			4	breast.003.003	v100	18b	2
cd/300d8f	82	3777335.pbs02	similarity_chunk	breast.002.003/5	similarity_chunk (breast.002.003/5)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633787711910	1633793418010	1633795102928	7391018	1672496		196.5	0.1	481243136.0	11739516928.0	482381824.0	11773120512.0	37051343.0	5120891581.0	3828.0	919.0	68074873.0	5120883149.0	21774.0	61896.0	/scratch1/btsheal/work/cd/300d8fbcb090441e81598610d4aa44			8	breast.002.003	v100	18b	2
cd/7e72e9	22	3678922.pbs02	similarity_chunk	breast.001.002/1	similarity_chunk (breast.001.002/1)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632884249872	1632884802010	1632885222763	972891	419237		196.8	0.2	374210560.0	15832662016.0	395182080.0	15896608768.0	13300210.0	435682875.0	1816.0	425.0	44677059.0	435673592.0	3659.0	14454.0	/scratch1/btsheal/work/cd/7e72e926d7f01fbf3323542815c238			16	breast.001.002	p100	16	2
cd/a48f19	52	3752233.pbs02	similarity_chunk	breast.004.004/7	similarity_chunk (breast.004.004/7)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633439532504	1633440274200	1633454564560	15032056	14297845		199.1	0.4	549421056.0	16312770560.0	551931904.0	16379928576.0	95120972.0	13712702645.0	7151.0	1558.0	126494960.0	13712688362.0	28465.0	557916.0	/scratch1/btsheal/work/cd/a48f197e2f90a79ef2452079b6274e			16	breast.004.004	p100	16	2
cd/e5c7ad	196	3757031.pbs02	similarity_chunk	breast.002.004/7	similarity_chunk (breast.002.004/7)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633467187453	1633471785747	1633475273937	8086484	3508413		198.6	0.3	457953280.0	16232837120.0	474746880.0	16232890368.0	48364113.0	3411501119.0	4026.0	700.0	79740473.0	3411489626.0	28081.0	127571.0	/scratch1/btsheal/work/cd/e5c7add2f5d4b5b799b9b2f0973725			16	breast.002.004	p100	16	2
cd/eb3306	102	3786543.pbs02	similarity_chunk	breast.003.004/5	similarity_chunk (breast.003.004/5)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633909927719	1633909933498	1633913505320	3577601	3567607		197.2	0.1	553750528.0	12008644608.0	553750528.0	12008697856.0	72125465.0	10353946018.0	6068.0	1192.0	103144089.0	10353936906.0	15650.0	137492.0	/scratch1/btsheal/work/cd/eb3306110e16d61357162995df666a			12	breast.003.004	v100	18b	2
cd/f0832b	39	3767629.pbs02	similarity_chunk	breast.002.004/2	similarity_chunk (breast.002.004/2)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633590690340	1633611850476	1633616384221	25693881	4560845		198.8	0.3	468008960.0	16232841216.0	474267648.0	16232894464.0	48364348.0	4524559664.0	4058.0	798.0	79740473.0	4524547731.0	10942.0	171251.0	/scratch1/btsheal/work/cd/f0832bb0edc4696f4ecbc9af566cd2			12	breast.002.004	p100	16	2
ce/420c04	20	3674782.pbs02	similarity_chunk	breast.001.004/7	similarity_chunk (breast.001.004/7)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632833420605	1632835081391	1632836712165	3291560	1627892		197.5	0.3	478908416.0	16117985280.0	485515264.0	16118038528.0	24986570.0	1581839835.0	2549.0	498.0	56363066.0	1581830297.0	16532.0	59925.0	/scratch1/btsheal/work/ce/420c04914171de0c0c859bf7b751df			8	breast.001.004	p100	16	2
ce/721af2	20	3679993.pbs02	similarity_chunk	breast.001.002/3	similarity_chunk (breast.001.002/3)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632909575272	1632911952563	1632913611182	4035910	1655436		197.5	0.3	406441984.0	15866216448.0	414355456.0	15958540288.0	13300424.0	1681580468.0	1885.0	701.0	44677053.0	1681569050.0	4987.0	59882.0	/scratch1/btsheal/work/ce/721af2dbf3d77404e361ea3f3ff85f			4	breast.001.002	p100	16	2
ce/87171d	38	3822000.pbs02	similarity_chunk	breast.004.003/1	similarity_chunk (breast.004.003/1)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634158142102	1634158150975	1634171565779	13423677	13402514		197.3	0.1	533663744.0	11807965184.0	533872640.0	11908677632.0	72117908.0	40832634100.0	7212.0	4890.0	114260196.0	40832614636.0	69045.0	521764.0	/scratch1/btsheal/work/ce/87171dc22f317ef4dc20391f176811			4	breast.004.003	v100	18c	2
ce/a0d014	49	3722592.pbs02	similarity_chunk	breast.004.001/4	similarity_chunk (breast.004.001/4)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633258282901	1633269641528	1633276203728	17920827	6572832		199.0	0.3	402137088.0	15717003264.0	402137088.0	15758999552.0	25133426.0	6681683803.0	3245.0	2676.0	67633363.0	6681667230.0	23366.0	196342.0	/scratch1/btsheal/work/ce/a0d014ba318507bddf73ab1aed259d			8	breast.004.001	p100	16	2
ce/bd5ae5	155	3814372.pbs02	similarity_chunk	breast.002.003/14	similarity_chunk (breast.002.003/14)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634040292782	1634040303924	1634041166683	873901	864573		193.8	0.1	462516224.0	11739529216.0	462557184.0	11773132800.0	37050769.0	2542465931.0	3737.0	631.0	68074884.0	2542458677.0	27853.0	32801.0	/scratch1/btsheal/work/ce/bd5ae5f133b25143894dea580f3bed			16	breast.002.003	v100	18b	2
ce/f73dcc	35	3674800.pbs02	similarity_chunk	breast.001.002/6	similarity_chunk (breast.001.002/6)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632833584619	1632834541479	1632835389650	1805031	862636		195.9	0.2	375115776.0	15866224640.0	396087296.0	15891439616.0	13300695.0	871284125.0	1842.0	514.0	44677053.0	871274604.0	4466.0	31555.0	/scratch1/btsheal/work/ce/f73dcc5f49c130a5ddf96da887207b			8	breast.001.002	p100	16	2
cf/37b988	64	3786469.pbs02	similarity_chunk	breast.003.002/3	similarity_chunk (breast.003.002/3)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633907697204	1633909101888	1633910723621	3026417	1668320		197.7	0.1	471560192.0	11673006080.0	473661440.0	11706609664.0	37108922.0	5071576380.0	3925.0	1203.0	68131590.0	5071567208.0	10758.0	62635.0	/scratch1/btsheal/work/cf/37b9884a4c637f79c50610e94559d4			12	breast.003.002	v100	18b	2
cf/5726be	201	3757051.pbs02	similarity_chunk	breast.002.004/12	similarity_chunk (breast.002.004/12)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633467648706	1633470812894	1633474422993	6774287	3603966		197.8	0.3	466202624.0	16199319552.0	478822400.0	16300036096.0	48364092.0	3429026747.0	4018.0	708.0	79744574.0	3429015203.0	28231.0	126523.0	/scratch1/btsheal/work/cf/5726beec9898ed316ecaa901d3e33e			16	breast.002.004	p100	16	2
cf/849e47	84	3786515.pbs02	similarity_chunk	breast.002.002/11	similarity_chunk (breast.002.002/11)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633909152845	1633909952476	1633910686957	1534112	732541		195.9	0.1	446726144.0	11638845440.0	462827520.0	11739557888.0	25391762.0	2237801660.0	3055.0	731.0	56415724.0	2237793908.0	4501.0	29270.0	/scratch1/btsheal/work/cf/849e47196043b9d3a3cdfae9c0aa53			12	breast.002.002	v100	18b	2
cf/9fe5c3	83	3767845.pbs02	similarity_chunk	breast.002.002/10	similarity_chunk (breast.002.002/10)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633611051232	1633634219778	1633636511261	25460029	2289269		197.2	0.3	421257216.0	15883603968.0	431300608.0	15897214976.0	25012999.0	2227863486.0	2627.0	805.0	56389100.0	2227851570.0	15506.0	78086.0	/scratch1/btsheal/work/cf/9fe5c3f6034746476c3728fe6d0633			12	breast.002.002	p100	16	2
cf/a0a043	16	3679926.pbs02	similarity_chunk	breast.001.001/3	similarity_chunk (breast.001.001/3)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632898308398	1632899190480	1632899421724	1113326	265282		195.6	0.1	378834944.0	11403272192.0	378834944.0	11537543168.0	7852877.0	830358157.0	1958.0	629.0	38877048.0	830350892.0	3249.0	9336.0	/scratch1/btsheal/work/cf/a0a043dece454e112f6ac52d892f53			4	breast.001.001	v100	18b	2
cf/bc63a1	164	3756348.pbs02	similarity_chunk	breast.004.002/7	similarity_chunk (breast.004.002/7)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633464511455	1633464520939	1633471598800	7087345	7072015		199.0	0.3	426340352.0	15931969536.0	446791680.0	16032681984.0	48438856.0	6731357665.0	4299.0	1555.0	79812851.0	6731343574.0	28225.0	256660.0	/scratch1/btsheal/work/cf/bc63a1a2ac1dfa0506fa1b16c74150			16	breast.004.002	p100	17	2
cf/bf2128	42	3698762.pbs02	similarity_chunk	breast.004.003/1	similarity_chunk (breast.004.003/1)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633013297025	1633089754433	1633131862224	118565199	42106826		92.0	0.3	491302912.0	16066244608.0	493142016.0	16066297856.0	71739399.0	40832609106.0	6812.0	4944.0	103108836.0	40832585964.0	52303.0	2224853.0	/scratch1/btsheal/work/cf/bf2128d11414a15c1ab684a76e47c3			4	breast.004.003	p100	16	2
cf/d7b86d	110	3787119.pbs02	similarity_chunk	breast.002.003/1	similarity_chunk (breast.002.003/1)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633910162457	1633915028541	1633916180855	6018398	1148801		197.2	0.1	493801472.0	11739557888.0	493957120.0	11840270336.0	37051014.0	3390802661.0	3769.0	730.0	68078975.0	3390794898.0	7686.0	42320.0	/scratch1/btsheal/work/cf/d7b86d5d9d37091e1a8cd7fe8f1419			12	breast.002.003	v100	18b	2
cf/efbfa9	13	3674776.pbs02	similarity_chunk	breast.001.004/0	similarity_chunk (breast.001.004/0)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632833365681	1632833378987	1632834955648	1589967	1580030		196.0	0.3	463298560.0	16084385792.0	479514624.0	16185102336.0	24986642.0	1720082501.0	2552.0	515.0	56363066.0	1720072925.0	15396.0	56259.0	/scratch1/btsheal/work/cf/efbfa997db4061fd0b07c9ead565a9			8	breast.001.004	p100	16	2
d0/21de36	10	3786418.pbs02	similarity_chunk	breast.002.001/3	similarity_chunk (breast.002.001/3)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633907343191	1633907351930	1633907706983	363792	353918		194.0	0.1	391749632.0	11437461504.0	391749632.0	11504623616.0	13732487.0	1121292678.0	2344.0	729.0	44760463.0	1121284959.0	4187.0	11563.0	/scratch1/btsheal/work/d0/21de36be9f8ca8e8079f7d4157a8eb			12	breast.002.001	v100	18b	2
d1/4fa675	101	3786542.pbs02	similarity_chunk	breast.003.004/4	similarity_chunk (breast.003.004/4)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633909922425	1633910169538	1633913721568	3799143	3546458		197.8	0.1	559009792.0	12075761664.0	559009792.0	12142923776.0	72121324.0	10246515521.0	6061.0	1203.0	103144089.0	10246506335.0	24065.0	131304.0	/scratch1/btsheal/work/d1/4fa6750fd20c85cced17969fadb3d6			12	breast.003.004	v100	18b	2
d1/515a66	3	3814135.pbs02	similarity_chunk	breast.002.001/0	similarity_chunk (breast.002.001/0)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634034645103	1634034649958	1634034934041	288938	280837		189.5	0.1	393592832.0	11437469696.0	393592832.0	11571740672.0	13732014.0	856680451.0	2306.0	645.0	44760463.0	856680591.0	4889.0	9976.0	/scratch1/btsheal/work/d1/515a6662b07c3dfdacc11521776a5e			16	breast.002.001	v100	18b	2
d1/a3fb38	199	3814425.pbs02	similarity_chunk	breast.004.002/10	similarity_chunk (breast.004.002/10)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634041146259	1634041152779	1634043378993	2232734	2222896		196.6	0.1	483258368.0	11707207680.0	483282944.0	11740811264.0	48821747.0	6748414177.0	4736.0	1481.0	79839480.0	6748404444.0	22035.0	85565.0	/scratch1/btsheal/work/d1/a3fb38ad72f6ae65d2b7bd1c993532			16	breast.004.002	v100	18b	2
d1/a66429	43	3767632.pbs02	similarity_chunk	breast.002.004/6	similarity_chunk (breast.002.004/6)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633590704705	1633616106141	1633620721109	30016404	4617431		198.2	0.3	472129536.0	16232841216.0	477061120.0	16300003328.0	48364283.0	4563804587.0	4055.0	803.0	88108601.0	4563792627.0	18061.0	171519.0	/scratch1/btsheal/work/d1/a66429edc5a115fc08a9c855ef593a			12	breast.002.004	p100	17	2
d1/cbaf08	59	3776382.pbs02	similarity_chunk	breast.002.002/6	similarity_chunk (breast.002.002/6)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633783785436	1633788506888	1633789625553	5840117	1113843		195.9	0.1	460144640.0	11638849536.0	460144640.0	11739561984.0	25392177.0	3331403247.0	3112.0	929.0	56415713.0	3331394750.0	6041.0	39499.0	/scratch1/btsheal/work/d1/cbaf083f871ceb2a3ac78a16741b98			8	breast.002.002	v100	18b	2
d1/cbf761	16	3678915.pbs02	similarity_chunk	breast.001.003/11	similarity_chunk (breast.001.003/11)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632884221306	1632884867401	1632885521656	1300350	658383		195.4	0.3	454901760.0	15950127104.0	461279232.0	16017289216.0	19143225.0	652630968.0	2172.0	422.0	50520072.0	652621669.0	3370.0	24425.0	/scratch1/btsheal/work/d1/cbf7615dc2756aeae9dcd33a747170			16	breast.001.003	p100	16	2
